Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2013	2014	2015	2016	2017	2018	2019	2020	Estimates Start After
Germany	Volume of Imports of goods	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2000 Chain-weighted: Yes, from 1991 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	2.013	4.315	4.395	5.206	5.600	5.700	5.800	5.800	2013
Germany	Volume of exports of goods and services	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2000 Chain-weighted: Yes, from 1991 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	1.575	3.852	4.328	4.481	4.800	4.800	4.800	4.800	2013
Germany	Volume of exports of goods	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2000 Chain-weighted: Yes, from 1991 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	1.307	4.147	4.725	4.481	4.800	4.800	4.800	4.800	2013
Germany	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	5.217	4.983	4.854	4.837	4.823	4.806	4.793	4.782	2013
Germany	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	39.408	39.803	39.988	40.134	n/a	n/a	n/a	n/a	2013
Germany	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Primary domestic currency: Euro Data last updated: 03/2015	80.767	81.100	81.360	81.571	81.732	81.841	81.898	81.900	2013
Germany	General government revenue	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,249.434	1,293.838	1,340.584	1,375.637	1,412.683	1,448.438	1,487.034	1,526.094	2014
Germany	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	44.472	44.557	44.459	44.367	44.379	44.356	44.356	44.356	2014
Germany	General government total expenditure	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,245.262	1,275.796	1,332.096	1,363.880	1,401.286	1,429.835	1,467.936	1,506.494	2014
Germany	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	44.324	43.936	44.178	43.988	44.021	43.786	43.786	43.786	2014
Germany	General government net lending/borrowing	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	4.172	18.042	8.488	11.758	11.397	18.603	19.099	19.600	2014
Germany	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	0.148	0.621	0.281	0.379	0.358	0.570	0.570	0.570	2014
Germany	General government structural balance	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	14.070	19.140	8.749	5.944	2.142	8.892	9.360	10.422	2014
Germany	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	0.498	0.658	0.291	0.193	0.068	0.275	0.282	0.306	2014
Germany	General government primary net lending/borrowing	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	47.624	57.052	43.746	41.609	37.774	42.433	39.875	37.483	2014
Germany	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	1.695	1.965	1.451	1.342	1.187	1.299	1.189	1.089	2014
Germany	General government net debt	National currency	Billions	Source: National Statistical Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2014 Fiscal assumptions: The IMF staff?s projections for 2015 and beyond reflect the authorities? adopted core federal government budget plan, adjusted for the differences in the IMF staff?s macroeconomic framework and assumptions about fiscal developments in state and local governments, the social insurance system, and special funds. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;State Government;Local Government;Social Security Funds;. other refers to special funds Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,479.238	1,442.796	1,415.308	1,385.550	1,360.653	1,332.550	1,304.452	1,275.851	2014
